,order_id,product_id_ord,order_amount,day_of_week,quality_assessment,region,number_product
7000,7001,6,312.3670604397639,0,3,Moscow,8
7001,7002,34,1835.1835368623247,0,4,Moscow region,14
7002,7003,87,3288.7307590781784,0,5,Leningrad region,1
7003,7004,66,1510.729934348859,0,2,Sverdlovsk region,8
7004,7005,92,837.3007368437757,0,2,Novosibirsk region,8
7005,7006,23,1359.1018453504219,0,2,Moscow,14
7006,7007,75,620.7347474720593,0,6,Moscow region,14
7007,7008,93,5311.341568789805,1,4,Leningrad region,10
7008,7009,41,956.7395900644001,0,5,Sverdlovsk region,6
7009,7010,85,5357.659968395543,1,6,Novosibirsk region,14
7010,7011,94,497.7333279441067,0,6,Moscow,13
7011,7012,90,4111.041882085058,1,10,Moscow region,13
7012,7013,64,8203.568153534587,1,5,Leningrad region,3
7013,7014,88,94.27268159286189,0,3,Sverdlovsk region,4
7014,7015,35,1123.91035220221,0,1,Novosibirsk region,4
7015,7016,19,3064.0454424424356,0,6,Moscow,12
7016,7017,83,225.93281829143814,0,6,Moscow region,8
7017,7018,86,103.47277643616286,0,1,Leningrad region,6
7018,7019,43,4529.601785201896,1,4,Sverdlovsk region,3
7019,7020,50,7574.6620600965925,1,9,Novosibirsk region,5
7020,7021,68,671.4580874340995,0,5,Moscow,11
7021,7022,51,2626.6788336699783,0,6,Moscow region,8
7022,7023,19,3064.0454424424356,0,3,Leningrad region,14
7023,7024,12,2679.543413943801,0,3,Sverdlovsk region,4
7024,7025,81,815.9342807184619,0,4,Novosibirsk region,7
7025,7026,49,1079.8649953162285,0,5,Moscow,3
7026,7027,74,15803.664670503786,1,7,Moscow region,13
7027,7028,26,1033.141893562235,0,5,Leningrad region,6
7028,7029,5,635.7663952132939,0,5,Sverdlovsk region,8
7029,7030,71,12846.124526546275,1,3,Novosibirsk region,5
7030,7031,30,3098.325990666074,0,5,Moscow,2
7031,7032,32,1664.396055731571,0,6,Moscow region,9
7032,7033,45,4712.86138473949,1,6,Leningrad region,14
7033,7034,62,11932.268584253756,1,9,Sverdlovsk region,2
7034,7035,92,837.3007368437757,0,2,Novosibirsk region,3
7035,7036,48,1283.356059749658,0,4,Moscow,5
7036,7037,66,1510.729934348859,0,6,Moscow region,1
7037,7038,74,15803.664670503786,1,3,Leningrad region,2
7038,7039,94,497.7333279441067,0,2,Sverdlovsk region,14
7039,7040,49,1079.8649953162285,0,2,Novosibirsk region,6
7040,7041,36,260.2967766012207,0,5,Moscow,2
7041,7042,95,10055.732465470695,1,4,Moscow region,11
7042,7043,51,2626.6788336699783,0,3,Leningrad region,5
7043,7044,30,3098.325990666074,0,3,Sverdlovsk region,5
7044,7045,56,2852.9518771096864,0,6,Novosibirsk region,11
7045,7046,63,301.48130882130977,0,6,Moscow,5
7046,7047,31,683.0752997378595,0,1,Moscow region,14
7047,7048,68,671.4580874340995,0,3,Leningrad region,10
7048,7049,61,347.3315263615517,0,1,Sverdlovsk region,1
7049,7050,31,683.0752997378595,0,6,Novosibirsk region,14
7050,7051,5,635.7663952132939,0,6,Moscow,4
7051,7052,64,8203.568153534587,1,4,Moscow region,3
7052,7053,6,312.3670604397639,0,2,Leningrad region,1
7053,7054,45,4712.86138473949,1,7,Sverdlovsk region,3
7054,7055,47,1582.5156202485107,0,5,Novosibirsk region,6
7055,7056,39,1632.4448660204691,0,1,Moscow,4
7056,7057,87,3288.7307590781784,0,4,Moscow region,6
7057,7058,58,8681.774695722743,1,6,Leningrad region,6
7058,7059,10,930.2902909719237,0,6,Sverdlovsk region,14
7059,7060,73,604.0496269970082,0,6,Novosibirsk region,9
7060,7061,8,1036.4985586856592,0,2,Moscow,13
7061,7062,63,301.48130882130977,0,5,Moscow region,13
7062,7063,43,4529.601785201896,1,5,Leningrad region,8
7063,7064,34,1835.1835368623247,0,2,Sverdlovsk region,6
7064,7065,75,620.7347474720593,0,1,Novosibirsk region,1
7065,7066,28,1202.0860092482405,0,5,Moscow,4
7066,7067,23,1359.1018453504219,0,3,Moscow region,11
7067,7068,68,671.4580874340995,0,4,Leningrad region,9
7068,7069,40,16862.020253670034,1,8,Sverdlovsk region,1
7069,7070,75,620.7347474720593,0,2,Novosibirsk region,10
7070,7071,64,8203.568153534587,1,5,Moscow,13
7071,7072,55,357.57227259671777,0,1,Moscow region,5
7072,7073,25,8267.099390506328,1,5,Leningrad region,10
7073,7074,13,3820.9618394109816,1,8,Sverdlovsk region,14
7074,7075,91,2377.0415503557633,0,3,Novosibirsk region,7
7075,7076,13,3820.9618394109816,1,8,Moscow,14
7076,7077,60,3209.275411902527,0,1,Moscow region,6
7077,7078,42,271.9352393966777,0,3,Leningrad region,9
7078,7079,46,6284.403882827816,1,8,Sverdlovsk region,2
7079,7080,40,16862.020253670034,1,8,Novosibirsk region,7
7080,7081,87,3288.7307590781784,0,4,Moscow,4
7081,7082,52,2884.931130543534,0,4,Moscow region,11
7082,7083,90,4111.041882085058,1,6,Leningrad region,7
7083,7084,6,312.3670604397639,0,4,Sverdlovsk region,14
7084,7085,68,671.4580874340995,0,5,Novosibirsk region,11
7085,7086,20,868.5765842056575,0,5,Moscow,8
7086,7087,31,683.0752997378595,0,1,Moscow region,12
7087,7088,16,5771.883307906414,1,5,Leningrad region,3
7088,7089,31,683.0752997378595,0,3,Sverdlovsk region,9
7089,7090,57,1250.7300733236812,0,1,Novosibirsk region,9
7090,7091,16,5771.883307906414,1,4,Moscow,2
7091,7092,28,1202.0860092482405,0,4,Moscow region,13
7092,7093,8,1036.4985586856592,0,3,Leningrad region,2
7093,7094,80,2841.394938277023,0,6,Sverdlovsk region,1
7094,7095,44,5984.022234825102,1,6,Novosibirsk region,7
7095,7096,83,225.93281829143814,0,2,Moscow,9
7096,7097,30,3098.325990666074,0,5,Moscow region,3
7097,7098,76,3479.8189685617717,0,5,Leningrad region,10
7098,7099,45,4712.86138473949,1,8,Sverdlovsk region,3
7099,7100,83,225.93281829143814,0,2,Novosibirsk region,12
7100,7101,8,1036.4985586856592,0,6,Moscow,2
7101,7102,78,428.5518808724182,0,5,Moscow region,4
7102,7103,88,94.27268159286189,0,5,Leningrad region,3
7103,7104,52,2884.931130543534,0,3,Sverdlovsk region,1
7104,7105,48,1283.356059749658,0,4,Novosibirsk region,12
7105,7106,55,357.57227259671777,0,6,Moscow,14
7106,7107,29,2654.7088415145663,0,5,Moscow region,13
7107,7108,12,2679.543413943801,0,3,Leningrad region,4
7108,7109,80,2841.394938277023,0,5,Sverdlovsk region,13
7109,7110,89,2916.673528383257,0,2,Novosibirsk region,11
7110,7111,83,225.93281829143814,0,3,Moscow,8
7111,7112,66,1510.729934348859,0,5,Moscow region,6
7112,7113,86,103.47277643616286,0,2,Leningrad region,7
7113,7114,48,1283.356059749658,0,6,Sverdlovsk region,8
7114,7115,5,635.7663952132939,0,3,Novosibirsk region,9
7115,7116,3,1259.5067823665365,0,6,Moscow,3
7116,7117,76,3479.8189685617717,0,4,Moscow region,5
7117,7118,32,1664.396055731571,0,2,Leningrad region,3
7118,7119,25,8267.099390506328,1,8,Sverdlovsk region,13
7119,7120,43,4529.601785201896,1,3,Novosibirsk region,13
7120,7121,67,30.19304199674977,0,4,Moscow,6
7121,7122,7,4844.7768573382355,1,4,Moscow region,2
7122,7123,54,131.76052473491197,0,3,Leningrad region,12
7123,7124,52,2884.931130543534,0,6,Sverdlovsk region,8
7124,7125,25,8267.099390506328,1,9,Novosibirsk region,11
7125,7126,77,16405.18138236295,1,9,Moscow,2
7126,7127,94,497.7333279441067,0,6,Moscow region,3
7127,7128,78,428.5518808724182,0,4,Leningrad region,13
7128,7129,40,16862.020253670034,1,4,Sverdlovsk region,14
7129,7130,1,3440.1265150597756,0,3,Novosibirsk region,13
7130,7131,29,2654.7088415145663,0,4,Moscow,8
7131,7132,9,4944.032213587976,1,9,Moscow region,10
7132,7133,85,5357.659968395543,1,6,Leningrad region,9
7133,7134,74,15803.664670503786,1,3,Sverdlovsk region,10
7134,7135,98,796.1216275524662,0,6,Novosibirsk region,8
7135,7136,45,4712.86138473949,1,7,Moscow,9
7136,7137,88,94.27268159286189,0,3,Moscow region,5
7137,7138,6,312.3670604397639,0,2,Leningrad region,12
7138,7139,53,20608.7700299446,1,3,Sverdlovsk region,2
7139,7140,9,4944.032213587976,1,6,Novosibirsk region,4
7140,7141,77,16405.18138236295,1,5,Moscow,4
7141,7142,34,1835.1835368623247,0,2,Moscow region,6
7142,7143,10,930.2902909719237,0,1,Leningrad region,13
7143,7144,35,1123.91035220221,0,4,Sverdlovsk region,5
7144,7145,48,1283.356059749658,0,3,Novosibirsk region,13
7145,7146,52,2884.931130543534,0,3,Moscow,12
7146,7147,47,1582.5156202485107,0,3,Moscow region,14
7147,7148,65,201.01729424773487,0,5,Leningrad region,8
7148,7149,64,8203.568153534587,1,3,Sverdlovsk region,9
7149,7150,8,1036.4985586856592,0,1,Novosibirsk region,10
7150,7151,56,2852.9518771096864,0,6,Moscow,1
7151,7152,14,1056.0474726593802,0,6,Moscow region,8
7152,7153,89,2916.673528383257,0,3,Leningrad region,5
7153,7154,50,7574.6620600965925,1,9,Sverdlovsk region,10
7154,7155,41,956.7395900644001,0,5,Novosibirsk region,9
7155,7156,68,671.4580874340995,0,1,Moscow,8
7156,7157,98,796.1216275524662,0,6,Moscow region,5
7157,7158,1,3440.1265150597756,0,4,Leningrad region,2
7158,7159,86,103.47277643616286,0,4,Sverdlovsk region,9
7159,7160,40,16862.020253670034,1,8,Novosibirsk region,2
7160,7161,16,5771.883307906414,1,5,Moscow,1
7161,7162,96,2936.6833128395147,0,3,Moscow region,13
7162,7163,61,347.3315263615517,0,2,Leningrad region,4
7163,7164,78,428.5518808724182,0,2,Sverdlovsk region,7
7164,7165,32,1664.396055731571,0,2,Novosibirsk region,11
7165,7166,3,1259.5067823665365,0,4,Moscow,1
7166,7167,6,312.3670604397639,0,6,Moscow region,13
7167,7168,14,1056.0474726593802,0,1,Leningrad region,12
7168,7169,78,428.5518808724182,0,4,Sverdlovsk region,7
7169,7170,77,16405.18138236295,1,7,Novosibirsk region,1
7170,7171,56,2852.9518771096864,0,1,Moscow,7
7171,7172,65,201.01729424773487,0,1,Moscow region,3
7172,7173,81,815.9342807184619,0,5,Leningrad region,7
7173,7174,35,1123.91035220221,0,2,Sverdlovsk region,4
7174,7175,53,20608.7700299446,1,8,Novosibirsk region,11
7175,7176,56,2852.9518771096864,0,1,Moscow,10
7176,7177,59,1113.7181271920028,0,4,Moscow region,2
7177,7178,41,956.7395900644001,0,2,Leningrad region,6
7178,7179,61,347.3315263615517,0,1,Sverdlovsk region,9
7179,7180,4,289.23800825574665,0,4,Novosibirsk region,3
7180,7181,39,1632.4448660204691,0,1,Moscow,2
7181,7182,20,868.5765842056575,0,5,Moscow region,9
7182,7183,20,868.5765842056575,0,4,Leningrad region,10
7183,7184,48,1283.356059749658,0,2,Sverdlovsk region,11
7184,7185,46,6284.403882827816,1,4,Novosibirsk region,3
7185,7186,67,30.19304199674977,0,6,Moscow,6
7186,7187,67,30.19304199674977,0,3,Moscow region,2
7187,7188,41,956.7395900644001,0,2,Leningrad region,10
7188,7189,4,289.23800825574665,0,1,Sverdlovsk region,5
7189,7190,6,312.3670604397639,0,1,Novosibirsk region,10
7190,7191,97,8363.97247601507,1,3,Moscow,8
7191,7192,71,12846.124526546275,1,9,Moscow region,6
7192,7193,8,1036.4985586856592,0,4,Leningrad region,10
7193,7194,28,1202.0860092482405,0,4,Sverdlovsk region,6
7194,7195,91,2377.0415503557633,0,5,Novosibirsk region,2
7195,7196,71,12846.124526546275,1,5,Moscow,3
7196,7197,32,1664.396055731571,0,4,Moscow region,12
7197,7198,67,30.19304199674977,0,1,Leningrad region,4
7198,7199,22,8658.54681068168,1,5,Sverdlovsk region,11
7199,7200,14,1056.0474726593802,0,6,Novosibirsk region,7
7200,7201,78,428.5518808724182,0,6,Moscow,12
7201,7202,55,357.57227259671777,0,2,Moscow region,13
7202,7203,93,5311.341568789805,1,8,Leningrad region,9
7203,7204,43,4529.601785201896,1,10,Sverdlovsk region,7
7204,7205,58,8681.774695722743,1,4,Novosibirsk region,1
7205,7206,37,1253.1144914416623,0,6,Moscow,4
7206,7207,87,3288.7307590781784,0,4,Moscow region,5
7207,7208,82,1729.5199502744192,0,4,Leningrad region,9
7208,7209,74,15803.664670503786,1,9,Sverdlovsk region,14
7209,7210,35,1123.91035220221,0,5,Novosibirsk region,14
7210,7211,80,2841.394938277023,0,3,Moscow,12
7211,7212,7,4844.7768573382355,1,3,Moscow region,5
7212,7213,34,1835.1835368623247,0,6,Leningrad region,5
7213,7214,31,683.0752997378595,0,3,Sverdlovsk region,7
7214,7215,4,289.23800825574665,0,5,Novosibirsk region,1
7215,7216,11,166.04204426548068,0,6,Moscow,10
7216,7217,10,930.2902909719237,0,6,Moscow region,10
7217,7218,10,930.2902909719237,0,1,Leningrad region,1
7218,7219,58,8681.774695722743,1,9,Sverdlovsk region,6
7219,7220,28,1202.0860092482405,0,5,Novosibirsk region,6
7220,7221,49,1079.8649953162285,0,4,Moscow,1
7221,7222,1,3440.1265150597756,0,2,Moscow region,12
7222,7223,9,4944.032213587976,1,5,Leningrad region,11
7223,7224,77,16405.18138236295,1,5,Sverdlovsk region,1
7224,7225,72,19776.443678516436,1,6,Novosibirsk region,1
7225,7226,40,16862.020253670034,1,9,Moscow,7
7226,7227,24,11057.415949130127,1,5,Moscow region,1
7227,7228,28,1202.0860092482405,0,6,Leningrad region,11
7228,7229,86,103.47277643616286,0,1,Sverdlovsk region,12
7229,7230,94,497.7333279441067,0,2,Novosibirsk region,7
7230,7231,14,1056.0474726593802,0,2,Moscow,9
7231,7232,70,5898.278813520219,1,3,Moscow region,12
7232,7233,35,1123.91035220221,0,2,Leningrad region,8
7233,7234,62,11932.268584253756,1,8,Sverdlovsk region,6
7234,7235,73,604.0496269970082,0,3,Novosibirsk region,11
7235,7236,22,8658.54681068168,1,7,Moscow,13
7236,7237,76,3479.8189685617717,0,5,Moscow region,4
7237,7238,47,1582.5156202485107,0,6,Leningrad region,7
7238,7239,74,15803.664670503786,1,10,Sverdlovsk region,2
7239,7240,68,671.4580874340995,0,5,Novosibirsk region,5
7240,7241,5,635.7663952132939,0,2,Moscow,12
7241,7242,3,1259.5067823665365,0,6,Moscow region,11
7242,7243,70,5898.278813520219,1,10,Leningrad region,4
7243,7244,20,868.5765842056575,0,1,Sverdlovsk region,8
7244,7245,5,635.7663952132939,0,5,Novosibirsk region,7
7245,7246,88,94.27268159286189,0,2,Moscow,9
7246,7247,11,166.04204426548068,0,5,Moscow region,3
7247,7248,66,1510.729934348859,0,4,Leningrad region,12
7248,7249,71,12846.124526546275,1,10,Sverdlovsk region,2
7249,7250,74,15803.664670503786,1,9,Novosibirsk region,11
7250,7251,1,3440.1265150597756,0,1,Moscow,10
7251,7252,83,225.93281829143814,0,2,Moscow region,10
7252,7253,58,8681.774695722743,1,3,Leningrad region,8
7253,7254,76,3479.8189685617717,0,5,Sverdlovsk region,3
7254,7255,7,4844.7768573382355,1,4,Novosibirsk region,10
7255,7256,18,9425.1432212045,1,5,Moscow,10
7256,7257,85,5357.659968395543,1,8,Moscow region,13
7257,7258,99,1017.402259832958,0,5,Leningrad region,14
7258,7259,10,930.2902909719237,0,4,Sverdlovsk region,14
7259,7260,10,930.2902909719237,0,1,Novosibirsk region,10
7260,7261,4,289.23800825574665,0,6,Moscow,13
7261,7262,3,1259.5067823665365,0,3,Moscow region,2
7262,7263,62,11932.268584253756,1,7,Leningrad region,2
7263,7264,33,4806.03792245232,1,10,Sverdlovsk region,13
7264,7265,99,1017.402259832958,0,4,Novosibirsk region,6
7265,7266,34,1835.1835368623247,0,5,Moscow,3
7266,7267,35,1123.91035220221,0,1,Moscow region,6
7267,7268,65,201.01729424773487,0,1,Leningrad region,10
7268,7269,58,8681.774695722743,1,9,Sverdlovsk region,4
7269,7270,84,228.79879303505825,0,1,Novosibirsk region,8
7270,7271,76,3479.8189685617717,0,6,Moscow,3
7271,7272,96,2936.6833128395147,0,6,Moscow region,11
7272,7273,41,956.7395900644001,0,2,Leningrad region,7
7273,7274,92,837.3007368437757,0,2,Sverdlovsk region,5
7274,7275,64,8203.568153534587,1,8,Novosibirsk region,14
7275,7276,62,11932.268584253756,1,8,Moscow,3
7276,7277,87,3288.7307590781784,0,3,Moscow region,1
7277,7278,14,1056.0474726593802,0,2,Leningrad region,10
7278,7279,72,19776.443678516436,1,8,Sverdlovsk region,5
7279,7280,52,2884.931130543534,0,3,Novosibirsk region,11
7280,7281,52,2884.931130543534,0,1,Moscow,6
7281,7282,76,3479.8189685617717,0,1,Moscow region,13
7282,7283,91,2377.0415503557633,0,2,Leningrad region,13
7283,7284,66,1510.729934348859,0,6,Sverdlovsk region,5
7284,7285,85,5357.659968395543,1,4,Novosibirsk region,3
7285,7286,26,1033.141893562235,0,5,Moscow,11
7286,7287,17,1507.195900611043,0,2,Moscow region,12
7287,7288,66,1510.729934348859,0,4,Leningrad region,9
7288,7289,15,299.79442682160163,0,3,Sverdlovsk region,13
7289,7290,61,347.3315263615517,0,4,Novosibirsk region,3
7290,7291,19,3064.0454424424356,0,4,Moscow,14
7291,7292,8,1036.4985586856592,0,3,Moscow region,1
7292,7293,45,4712.86138473949,1,10,Leningrad region,3
7293,7294,43,4529.601785201896,1,7,Sverdlovsk region,3
7294,7295,97,8363.97247601507,1,4,Novosibirsk region,6
7295,7296,95,10055.732465470695,1,3,Moscow,9
7296,7297,35,1123.91035220221,0,6,Moscow region,11
7297,7298,12,2679.543413943801,0,3,Leningrad region,3
7298,7299,77,16405.18138236295,1,10,Sverdlovsk region,11
7299,7300,51,2626.6788336699783,0,2,Novosibirsk region,9
7300,7301,95,10055.732465470695,1,4,Moscow,11
7301,7302,86,103.47277643616286,0,5,Moscow region,9
7302,7303,7,4844.7768573382355,1,6,Leningrad region,8
7303,7304,27,995.4748195382215,0,3,Sverdlovsk region,13
7304,7305,24,11057.415949130127,1,8,Novosibirsk region,1
7305,7306,60,3209.275411902527,0,5,Moscow,13
7306,7307,9,4944.032213587976,1,9,Moscow region,10
7307,7308,82,1729.5199502744192,0,6,Leningrad region,12
7308,7309,19,3064.0454424424356,0,4,Sverdlovsk region,10
7309,7310,90,4111.041882085058,1,10,Novosibirsk region,13
7310,7311,86,103.47277643616286,0,5,Moscow,11
7311,7312,27,995.4748195382215,0,4,Moscow region,7
7312,7313,10,930.2902909719237,0,1,Leningrad region,7
7313,7314,16,5771.883307906414,1,8,Sverdlovsk region,7
7314,7315,85,5357.659968395543,1,3,Novosibirsk region,12
7315,7316,86,103.47277643616286,0,3,Moscow,3
7316,7317,51,2626.6788336699783,0,5,Moscow region,11
7317,7318,65,201.01729424773487,0,1,Leningrad region,5
7318,7319,30,3098.325990666074,0,4,Sverdlovsk region,6
7319,7320,26,1033.141893562235,0,3,Novosibirsk region,1
7320,7321,72,19776.443678516436,1,10,Moscow,8
7321,7322,60,3209.275411902527,0,3,Moscow region,6
7322,7323,37,1253.1144914416623,0,4,Leningrad region,3
7323,7324,45,4712.86138473949,1,9,Sverdlovsk region,4
7324,7325,54,131.76052473491197,0,2,Novosibirsk region,11
7325,7326,94,497.7333279441067,0,3,Moscow,1
7326,7327,81,815.9342807184619,0,4,Moscow region,7
7327,7328,1,3440.1265150597756,0,2,Leningrad region,1
7328,7329,60,3209.275411902527,0,1,Sverdlovsk region,5
7329,7330,45,4712.86138473949,1,7,Novosibirsk region,14
7330,7331,23,1359.1018453504219,0,3,Moscow,4
7331,7332,92,837.3007368437757,0,2,Moscow region,14
7332,7333,87,3288.7307590781784,0,4,Leningrad region,6
7333,7334,96,2936.6833128395147,0,3,Sverdlovsk region,5
7334,7335,58,8681.774695722743,1,5,Novosibirsk region,5
7335,7336,95,10055.732465470695,1,3,Moscow,12
7336,7337,85,5357.659968395543,1,7,Moscow region,4
7337,7338,58,8681.774695722743,1,8,Leningrad region,12
7338,7339,57,1250.7300733236812,0,2,Sverdlovsk region,10
7339,7340,23,1359.1018453504219,0,3,Novosibirsk region,6
7340,7341,81,815.9342807184619,0,5,Moscow,7
7341,7342,64,8203.568153534587,1,3,Moscow region,4
7342,7343,45,4712.86138473949,1,6,Leningrad region,11
7343,7344,57,1250.7300733236812,0,6,Sverdlovsk region,12
7344,7345,56,2852.9518771096864,0,1,Novosibirsk region,13
7345,7346,36,260.2967766012207,0,3,Moscow,3
7346,7347,36,260.2967766012207,0,2,Moscow region,13
7347,7348,77,16405.18138236295,1,7,Leningrad region,13
7348,7349,15,299.79442682160163,0,4,Sverdlovsk region,5
7349,7350,83,225.93281829143814,0,6,Novosibirsk region,7
7350,7351,42,271.9352393966777,0,2,Moscow,11
7351,7352,70,5898.278813520219,1,6,Moscow region,5
7352,7353,39,1632.4448660204691,0,5,Leningrad region,2
7353,7354,77,16405.18138236295,1,10,Sverdlovsk region,4
7354,7355,44,5984.022234825102,1,3,Novosibirsk region,7
7355,7356,4,289.23800825574665,0,1,Moscow,2
7356,7357,24,11057.415949130127,1,10,Moscow region,13
7357,7358,28,1202.0860092482405,0,3,Leningrad region,2
7358,7359,91,2377.0415503557633,0,5,Sverdlovsk region,8
7359,7360,35,1123.91035220221,0,6,Novosibirsk region,13
7360,7361,69,1180.2669251895509,0,4,Moscow,12
7361,7362,60,3209.275411902527,0,3,Moscow region,2
7362,7363,74,15803.664670503786,1,10,Leningrad region,12
7363,7364,19,3064.0454424424356,0,5,Sverdlovsk region,11
7364,7365,34,1835.1835368623247,0,5,Novosibirsk region,3
7365,7366,67,30.19304199674977,0,1,Moscow,12
7366,7367,31,683.0752997378595,0,6,Moscow region,2
7367,7368,26,1033.141893562235,0,2,Leningrad region,13
7368,7369,86,103.47277643616286,0,1,Sverdlovsk region,14
7369,7370,53,20608.7700299446,1,6,Novosibirsk region,10
7370,7371,33,4806.03792245232,1,4,Moscow,12
7371,7372,85,5357.659968395543,1,10,Moscow region,8
7372,7373,68,671.4580874340995,0,4,Leningrad region,11
7373,7374,63,301.48130882130977,0,2,Sverdlovsk region,13
7374,7375,26,1033.141893562235,0,5,Novosibirsk region,13
7375,7376,25,8267.099390506328,1,6,Moscow,11
7376,7377,6,312.3670604397639,0,5,Moscow region,3
7377,7378,18,9425.1432212045,1,3,Leningrad region,5
7378,7379,77,16405.18138236295,1,9,Sverdlovsk region,7
7379,7380,98,796.1216275524662,0,4,Novosibirsk region,14
7380,7381,76,3479.8189685617717,0,1,Moscow,7
7381,7382,33,4806.03792245232,1,9,Moscow region,4
7382,7383,73,604.0496269970082,0,2,Leningrad region,8
7383,7384,88,94.27268159286189,0,3,Sverdlovsk region,1
7384,7385,61,347.3315263615517,0,3,Novosibirsk region,10
7385,7386,78,428.5518808724182,0,1,Moscow,1
7386,7387,89,2916.673528383257,0,3,Moscow region,3
7387,7388,20,868.5765842056575,0,1,Leningrad region,4
7388,7389,99,1017.402259832958,0,4,Sverdlovsk region,11
7389,7390,34,1835.1835368623247,0,2,Novosibirsk region,3
7390,7391,52,2884.931130543534,0,4,Moscow,3
7391,7392,88,94.27268159286189,0,2,Moscow region,13
7392,7393,11,166.04204426548068,0,2,Leningrad region,14
7393,7394,69,1180.2669251895509,0,2,Sverdlovsk region,1
7394,7395,51,2626.6788336699783,0,6,Novosibirsk region,8
7395,7396,1,3440.1265150597756,0,4,Moscow,13
7396,7397,13,3820.9618394109816,1,4,Moscow region,4
7397,7398,21,116.635777911937,0,1,Leningrad region,12
7398,7399,66,1510.729934348859,0,1,Sverdlovsk region,13
7399,7400,11,166.04204426548068,0,2,Novosibirsk region,2
7400,7401,55,357.57227259671777,0,3,Moscow,3
7401,7402,80,2841.394938277023,0,6,Moscow region,13
7402,7403,37,1253.1144914416623,0,5,Leningrad region,12
7403,7404,72,19776.443678516436,1,5,Sverdlovsk region,13
7404,7405,69,1180.2669251895509,0,4,Novosibirsk region,10
7405,7406,69,1180.2669251895509,0,3,Moscow,13
7406,7407,33,4806.03792245232,1,9,Moscow region,9
7407,7408,61,347.3315263615517,0,2,Leningrad region,4
7408,7409,99,1017.402259832958,0,1,Sverdlovsk region,13
7409,7410,28,1202.0860092482405,0,4,Novosibirsk region,5
7410,7411,55,357.57227259671777,0,4,Moscow,14
7411,7412,67,30.19304199674977,0,4,Moscow region,3
7412,7413,16,5771.883307906414,1,9,Leningrad region,8
7413,7414,73,604.0496269970082,0,3,Sverdlovsk region,7
7414,7415,18,9425.1432212045,1,8,Novosibirsk region,7
7415,7416,74,15803.664670503786,1,4,Moscow,11
7416,7417,6,312.3670604397639,0,2,Moscow region,2
7417,7418,42,271.9352393966777,0,3,Leningrad region,9
7418,7419,84,228.79879303505825,0,2,Sverdlovsk region,10
7419,7420,22,8658.54681068168,1,6,Novosibirsk region,5
7420,7421,98,796.1216275524662,0,1,Moscow,7
7421,7422,96,2936.6833128395147,0,6,Moscow region,14
7422,7423,35,1123.91035220221,0,3,Leningrad region,4
7423,7424,81,815.9342807184619,0,1,Sverdlovsk region,4
7424,7425,84,228.79879303505825,0,6,Novosibirsk region,4
7425,7426,14,1056.0474726593802,0,4,Moscow,7
7426,7427,37,1253.1144914416623,0,1,Moscow region,1
7427,7428,66,1510.729934348859,0,6,Leningrad region,14
7428,7429,54,131.76052473491197,0,4,Sverdlovsk region,1
7429,7430,21,116.635777911937,0,3,Novosibirsk region,13
7430,7431,1,3440.1265150597756,0,6,Moscow,6
7431,7432,90,4111.041882085058,1,4,Moscow region,7
7432,7433,31,683.0752997378595,0,2,Leningrad region,8
7433,7434,89,2916.673528383257,0,3,Sverdlovsk region,1
7434,7435,91,2377.0415503557633,0,1,Novosibirsk region,11
7435,7436,32,1664.396055731571,0,5,Moscow,1
7436,7437,12,2679.543413943801,0,1,Moscow region,12
7437,7438,5,635.7663952132939,0,3,Leningrad region,6
7438,7439,85,5357.659968395543,1,3,Sverdlovsk region,12
7439,7440,86,103.47277643616286,0,1,Novosibirsk region,2
7440,7441,15,299.79442682160163,0,1,Moscow,14
7441,7442,19,3064.0454424424356,0,5,Moscow region,11
7442,7443,78,428.5518808724182,0,6,Leningrad region,7
7443,7444,91,2377.0415503557633,0,6,Sverdlovsk region,7
7444,7445,73,604.0496269970082,0,4,Novosibirsk region,2
7445,7446,63,301.48130882130977,0,6,Moscow,1
7446,7447,2,3351.826048509307,0,4,Moscow region,5
7447,7448,40,16862.020253670034,1,7,Leningrad region,12
7448,7449,63,301.48130882130977,0,5,Sverdlovsk region,4
7449,7450,8,1036.4985586856592,0,5,Novosibirsk region,4
7450,7451,4,289.23800825574665,0,3,Moscow,1
7451,7452,87,3288.7307590781784,0,1,Moscow region,12
7452,7453,11,166.04204426548068,0,4,Leningrad region,11
7453,7454,18,9425.1432212045,1,6,Sverdlovsk region,14
7454,7455,23,1359.1018453504219,0,6,Novosibirsk region,7
7455,7456,2,3351.826048509307,0,5,Moscow,8
7456,7457,51,2626.6788336699783,0,1,Moscow region,1
7457,7458,2,3351.826048509307,0,2,Leningrad region,12
7458,7459,27,995.4748195382215,0,2,Sverdlovsk region,4
7459,7460,62,11932.268584253756,1,5,Novosibirsk region,10
7460,7461,29,2654.7088415145663,0,4,Moscow,3
7461,7462,44,5984.022234825102,1,7,Moscow region,13
7462,7463,71,12846.124526546275,1,10,Leningrad region,5
7463,7464,66,1510.729934348859,0,1,Sverdlovsk region,6
7464,7465,71,12846.124526546275,1,3,Novosibirsk region,10
7465,7466,98,796.1216275524662,0,5,Moscow,11
7466,7467,7,4844.7768573382355,1,3,Moscow region,9
7467,7468,91,2377.0415503557633,0,4,Leningrad region,10
7468,7469,45,4712.86138473949,1,8,Sverdlovsk region,11
7469,7470,42,271.9352393966777,0,6,Novosibirsk region,9
7470,7471,81,815.9342807184619,0,1,Moscow,12
